checking_status,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,default,thin_file,income_proxy,country
A11,18,A31,A42,447.0,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,2,1,0,9941.0,INDONESIA
A13,24,A34,A40,406.0,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,2,1,1,7909.0,INDONESIA
A14,48,A34,A41,3825.0,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,2,1,0,89619.0,INDONESIA
A14,10,A32,A41,906.0,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,1,0,0,19126.0,INDONESIA
A14,33,A33,A49,789.0,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A192,A201,1,0,1,21934.0,INDONESIA
A13,12,A32,A43,791.0,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,0,1,20508.0,INDONESIA
A11,18,A31,A43,626.0,A61,A72,3,A93,A102,4,A124,36,A141,A153,1,A174,1,A192,A201,1,0,0,10525.0,INDONESIA
A13,18,A32,A43,610.0,A61,A73,4,A93,A102,2,A121,37,A142,A152,1,A173,1,A191,A201,2,1,0,17557.0,INDONESIA
A13,10,A32,A40,1205.0,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,1,0,0,15082.0,INDONESIA
A14,15,A32,A46,1549.0,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1,0,38984.0,INDONESIA
A11,12,A32,A43,648.0,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,0,1,16708.0,INDONESIA
A14,12,A34,A49,410.0,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,1,0,1,8810.0,INDONESIA
A11,36,A32,A410,4572.0,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,0,0,110795.0,INDONESIA
A11,36,A32,A42,1769.0,A61,A74,4,A93,A101,2,A122,29,A143,A152,1,A173,1,A191,A201,2,1,1,28282.0,INDONESIA
A14,6,A30,A43,110.0,A61,A75,4,A94,A101,4,A123,39,A143,A152,1,A172,1,A191,A201,1,0,0,2867.0,INDONESIA
A13,42,A34,A41,1649.0,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,1,0,1,28038.0,INDONESIA
A14,42,A32,A43,1907.0,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,0,0,27226.0,INDONESIA
A14,10,A34,A42,701.0,A65,A73,2,A94,A101,1,A123,26,A143,A152,2,A173,1,A191,A202,1,0,0,10224.0,INDONESIA
A11,12,A32,A42,375.0,A61,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,2,1,1,10696.0,INDONESIA
A11,10,A34,A40,308.0,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,1,0,0,5846.0,INDONESIA
A11,15,A32,A40,528.0,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,1,0,0,9011.0,INDONESIA
A11,48,A34,A41,1998.0,A61,A75,4,A92,A101,4,A124,58,A142,A153,2,A172,1,A191,A201,2,1,1,36649.0,INDONESIA
A11,21,A32,A40,1174.0,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,0,0,33457.0,INDONESIA
A14,36,A34,A40,2202.0,A61,A75,4,A93,A101,4,A123,34,A143,A152,2,A174,1,A192,A201,1,0,1,52474.0,INDONESIA
A12,6,A31,A46,136.0,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,0,1826.0,INDONESIA
A11,18,A30,A49,792.0,A61,A74,3,A93,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,1,0,1,21105.0,INDONESIA
A12,30,A32,A42,1232.0,A61,A72,2,A94,A101,1,A122,22,A143,A152,1,A173,1,A191,A201,1,0,0,17800.0,INDONESIA
A14,18,A34,A40,303.0,A61,A72,4,A92,A101,1,A122,30,A143,A152,2,A173,1,A191,A201,1,0,0,5158.0,INDONESIA
A12,6,A32,A43,113.0,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1,0,1,2355.0,INDONESIA
A12,24,A34,A410,3803.0,A61,A73,2,A93,A102,3,A123,39,A143,A152,2,A174,2,A192,A201,2,1,1,64736.0,INDONESIA
A11,24,A32,A42,987.0,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,2,1,0,24479.0,INDONESIA
A12,12,A32,A43,431.0,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,0,6067.0,INDONESIA
A12,24,A34,A410,3790.0,A61,A73,2,A93,A102,3,A123,39,A143,A152,2,A174,2,A192,A201,2,1,1,122409.0,INDONESIA
A12,60,A32,A40,3834.0,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,2,1,1,73962.0,INDONESIA
A14,4,A34,A40,1161.0,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,1,1,28853.0,INDONESIA
A12,6,A31,A46,144.0,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,1,3403.0,INDONESIA
A12,24,A33,A43,409.0,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0,1,5539.0,INDONESIA
A13,12,A33,A40,694.0,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,1,0,1,22334.0,INDONESIA
A12,30,A30,A49,1111.0,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,2,1,1,18790.0,INDONESIA
A12,36,A32,A45,678.0,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2,1,0,15283.0,INDONESIA
A12,18,A32,A45,1125.0,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1,0,1,21920.0,INDONESIA
A14,12,A34,A40,200.0,A62,A74,4,A92,A101,3,A123,51,A143,A152,2,A173,1,A192,A201,1,0,0,3932.0,INDONESIA
A11,9,A32,A43,375.0,A61,A74,3,A93,A101,4,A121,59,A143,A152,1,A173,1,A191,A201,1,0,0,5940.0,INDONESIA
A12,24,A32,A40,813.0,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,1,1,20078.0,INDONESIA
A13,24,A34,A43,967.0,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,0,19660.0,INDONESIA
A12,48,A30,A410,5773.0,A61,A73,1,A92,A101,2,A122,32,A141,A152,1,A174,1,A192,A202,2,1,0,136901.0,INDONESIA
A14,24,A32,A40,1933.0,A61,A73,1,A93,A101,4,A122,43,A143,A152,1,A172,2,A191,A201,1,0,1,53705.0,INDONESIA
A11,24,A32,A42,1074.0,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,1,0,0,29764.0,INDONESIA
A11,12,A32,A40,400.0,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1,0,7975.0,INDONESIA
A11,18,A32,A41,2413.0,A65,A75,1,A93,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,2,1,0,45293.0,INDONESIA
A14,9,A32,A42,427.0,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,1,0,0,10518.0,INDONESIA
A11,12,A32,A43,229.0,A62,A74,4,A94,A101,1,A122,20,A143,A152,1,A173,1,A191,A201,2,1,0,5932.0,INDONESIA
A14,6,A33,A49,501.0,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,1,0,1,14679.0,INDONESIA
A14,21,A30,A40,1501.0,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,1,0,40223.0,INDONESIA
A14,10,A32,A40,385.0,A61,A73,2,A92,A101,4,A123,64,A143,A152,1,A173,1,A192,A201,1,0,0,5668.0,INDONESIA
A11,10,A34,A42,705.0,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,1,0,0,20486.0,INDONESIA
A14,4,A34,A40,1019.0,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,0,0,24590.0,INDONESIA
A12,12,A34,A41,464.0,A62,A72,3,A93,A101,4,A122,44,A143,A152,1,A173,1,A191,A201,1,0,0,11428.0,INDONESIA
A14,12,A34,A46,713.0,A61,A74,2,A93,A101,3,A121,49,A143,A152,1,A172,2,A191,A201,1,0,0,17325.0,INDONESIA
A14,36,A32,A40,262.0,A63,A75,4,A93,A101,4,A122,36,A143,A152,1,A173,1,A191,A201,1,0,0,6626.0,INDONESIA
A12,18,A30,A42,1400.0,A61,A73,1,A92,A101,4,A123,33,A141,A152,2,A173,1,A192,A201,1,0,0,44200.0,BRAZIL
A14,4,A32,A42,224.0,A61,A72,1,A92,A101,3,A121,23,A143,A151,1,A172,2,A191,A201,1,0,1,4859.0,BRAZIL
A11,48,A32,A43,2629.0,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,2,1,1,96578.0,BRAZIL
A14,10,A34,A42,903.0,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,1,0,0,39961.0,BRAZIL
A12,20,A33,A410,1074.0,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,1,0,0,48394.0,BRAZIL
A14,14,A33,A40,368.0,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,0,1,9599.0,BRAZIL
A12,30,A30,A49,1709.0,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,0,0,70463.0,BRAZIL
A14,30,A34,A41,3269.0,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1,0,0,116411.0,BRAZIL
A14,18,A33,A49,969.0,A61,A73,4,A94,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,2,1,0,38028.0,BRAZIL
A11,12,A32,A42,303.0,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,1,0,0,5422.0,BRAZIL
A14,33,A34,A41,2719.0,A61,A74,3,A93,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,0,0,60141.0,BRAZIL
A12,6,A32,A43,344.0,A61,A73,2,A92,A103,3,A121,64,A143,A152,1,A173,1,A191,A201,1,0,0,11394.0,BRAZIL
A11,12,A32,A40,553.0,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,2,1,0,19021.0,BRAZIL
A14,15,A32,A46,1819.0,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1,1,37146.0,BRAZIL
A11,8,A34,A410,458.0,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,1,0,0,8331.0,BRAZIL
A14,12,A34,A40,562.0,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,0,0,23380.0,BRAZIL
A12,9,A32,A40,573.0,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,1,1,20853.0,BRAZIL
A11,8,A34,A40,273.0,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,0,1,4815.0,BRAZIL
A12,21,A32,A49,496.0,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2,1,0,15495.0,BRAZIL
A11,12,A32,A44,332.0,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,2,1,1,8262.0,BRAZIL
A11,36,A34,A42,2298.0,A61,A72,4,A92,A102,4,A124,23,A143,A151,2,A172,1,A192,A201,2,1,1,41651.0,BRAZIL
A11,6,A34,A42,1486.0,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,2,1,0,27730.0,BRAZIL
A14,24,A33,A40,288.0,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,1,1,7348.0,BRAZIL
A14,10,A32,A46,253.0,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,1,1,1,9313.0,BRAZIL
A14,15,A32,A46,1929.0,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1,0,71324.0,BRAZIL
A13,6,A32,A42,940.0,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,1,0,0,16553.0,BRAZIL
A14,21,A32,A42,855.0,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1,0,0,16213.0,BRAZIL
A11,18,A32,A43,733.0,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,2,1,0,24887.0,BRAZIL
A14,42,A32,A43,2532.0,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,0,1,70236.0,BRAZIL
A12,15,A32,A43,620.0,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,0,0,15310.0,BRAZIL
A12,24,A34,A49,1067.0,A65,A74,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,0,0,32160.0,BRAZIL
A14,9,A32,A43,992.0,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1,0,0,35509.0,BRAZIL
A11,24,A32,A41,1012.0,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,0,0,19233.0,BRAZIL
A14,12,A32,A40,279.0,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,0,8285.0,BRAZIL
A14,12,A31,A48,1179.0,A63,A73,4,A92,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,1,0,0,33917.0,BRAZIL
A14,24,A32,A42,1433.0,A61,A74,2,A92,A101,4,A122,25,A143,A151,1,A173,1,A192,A201,1,0,0,29833.0,BRAZIL
A14,9,A34,A46,329.0,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,1,0,1,10300.0,BRAZIL
A14,12,A34,A40,631.0,A61,A75,4,A93,A101,1,A121,38,A143,A152,2,A172,2,A191,A201,1,0,1,19318.0,BRAZIL
A14,12,A34,A42,717.0,A64,A74,3,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A202,1,0,1,20116.0,BRAZIL
A14,12,A34,A49,852.0,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,2,1,0,33367.0,BRAZIL
A14,15,A32,A40,1992.0,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,0,0,45555.0,BRAZIL
A13,24,A32,A42,834.0,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,1,0,1,15303.0,BRAZIL
A14,24,A32,A43,2137.0,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,2,1,0,72977.0,BRAZIL
A14,12,A34,A43,294.0,A65,A75,4,A92,A101,3,A122,33,A141,A152,1,A172,2,A191,A201,2,1,1,8064.0,BRAZIL
A14,12,A32,A46,288.0,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,0,6961.0,BRAZIL
A13,21,A34,A46,854.0,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,2,1,0,16610.0,BRAZIL
A11,10,A34,A42,815.0,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,1,0,0,23600.0,BRAZIL
A12,48,A30,A49,5352.0,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,2,1,0,178181.0,BRAZIL
A14,24,A34,A43,835.0,A65,A75,4,A93,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,1,0,0,18387.0,BRAZIL
A11,15,A32,A49,328.0,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0,1,8804.0,BRAZIL
A12,6,A31,A46,183.0,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,0,6360.0,BRAZIL
A12,30,A32,A43,703.0,A65,A73,4,A92,A101,1,A123,26,A143,A152,1,A173,1,A191,A201,1,0,1,17120.0,BRAZIL
A14,24,A34,A43,1023.0,A62,A75,3,A93,A101,4,A121,36,A143,A152,1,A173,2,A192,A201,1,0,1,35424.0,BRAZIL
A14,24,A34,A43,915.0,A65,A75,4,A93,A101,4,A122,53,A143,A152,2,A173,1,A191,A201,1,0,0,40094.0,BRAZIL
A14,24,A34,A41,817.0,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1,0,1,20998.0,BRAZIL
A13,12,A31,A49,251.0,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,2,1,0,6665.0,BRAZIL
A12,24,A32,A40,1419.0,A62,A74,2,A93,A101,3,A123,38,A141,A152,2,A173,1,A192,A201,1,0,0,56848.0,BRAZIL
A13,24,A32,A42,1659.0,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,1,0,0,52101.0,BRAZIL
A13,6,A32,A40,285.0,A64,A72,2,A94,A101,2,A121,27,A143,A152,1,A171,1,A191,A202,1,0,1,7621.0,BRAZIL
A14,18,A32,A43,625.0,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,1,0,0,27915.0,BRAZIL
A13,18,A32,A40,784.0,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,1,0,0,34646.0,BRAZIL
A14,36,A34,A43,1171.0,A65,A75,4,A93,A101,2,A123,51,A143,A152,1,A173,1,A192,A201,1,0,0,31026.0,BRAZIL
A14,12,A32,A43,311.0,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,0,5850.0,BRAZIL
A12,12,A32,A45,289.0,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,2,1,1,6991.0,BRAZIL
A12,15,A34,A43,541.0,A65,A75,4,A93,A103,4,A121,50,A143,A152,2,A173,1,A192,A201,1,0,0,11637.0,BRAZIL
A11,18,A32,A46,334.0,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2,1,0,7510.0,BRAZIL
A14,24,A33,A49,3518.0,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,2,1,0,154276.0,BRAZIL
A14,12,A34,A46,1158.0,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1,0,0,47674.0,BRAZIL
A12,24,A32,A43,869.0,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1,0,1,23910.0,BRAZIL
A12,36,A34,A41,2231.0,A61,A73,3,A93,A101,4,A123,34,A143,A152,2,A173,1,A192,A201,1,0,0,40443.0,BRAZIL
A11,11,A34,A40,1516.0,A61,A73,1,A93,A101,2,A121,40,A143,A152,2,A172,2,A191,A201,1,0,1,56865.0,BRAZIL
A11,30,A32,A43,881.0,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,1,0,0,19970.0,BRAZIL
A12,12,A32,A49,369.0,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0,0,13890.0,BRAZIL
A12,18,A32,A49,731.0,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,1,0,0,22011.0,BRAZIL
A11,12,A34,A40,999.0,A61,A73,4,A93,A101,4,A122,38,A141,A152,2,A172,1,A191,A202,1,0,0,21275.0,BRAZIL
A14,24,A34,A49,1684.0,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,0,1,29501.0,BRAZIL
A11,12,A32,A43,978.0,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,0,0,23324.0,BRAZIL
A14,11,A34,A43,445.0,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,1,0,0,19479.0,BRAZIL
A11,15,A34,A42,636.0,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,1,0,0,12590.0,BRAZIL
A14,24,A34,A42,2289.0,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,0,0,94756.0,BRAZIL
A13,6,A33,A43,309.0,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,1,1,5756.0,BRAZIL
A14,36,A32,A43,929.0,A63,A75,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A191,A201,1,0,0,27649.0,BRAZIL
A12,24,A34,A49,1176.0,A65,A74,4,A93,A101,3,A124,34,A143,A152,2,A173,2,A192,A201,1,0,0,35954.0,BRAZIL
A14,9,A32,A49,619.0,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,0,0,22612.0,BRAZIL
A12,24,A33,A43,531.0,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0,0,11756.0,BRAZIL
A14,6,A34,A43,843.0,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,1,0,0,16924.0,BRAZIL
A11,33,A34,A42,1949.0,A63,A73,1,A92,A101,4,A123,23,A143,A152,2,A173,1,A191,A201,2,1,0,61473.0,BRAZIL
A12,20,A33,A41,3146.0,A65,A74,3,A93,A101,4,A122,36,A141,A151,2,A174,2,A192,A201,1,0,0,124154.0,BRAZIL
A13,6,A34,A40,508.0,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,0,0,17224.0,BRAZIL
A14,36,A32,A49,2465.0,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,0,84280.0,BRAZIL
A11,6,A32,A40,443.0,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,0,1,15046.0,BRAZIL
A12,36,A32,A41,4114.0,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,2,1,1,184419.0,BRAZIL
A14,12,A32,A41,540.0,A64,A74,3,A93,A101,2,A122,55,A143,A152,1,A173,1,A191,A202,1,0,0,11777.0,BRAZIL
A13,9,A30,A43,568.0,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,2,1,0,14508.0,BRAZIL
A13,15,A32,A43,884.0,A61,A72,2,A92,A101,3,A121,25,A143,A152,1,A172,1,A191,A201,2,1,0,19164.0,BRAZIL
A12,10,A31,A43,381.0,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,1,1,8662.0,BRAZIL
A14,48,A33,A43,5205.0,A63,A74,4,A93,A101,1,A123,37,A143,A152,1,A174,1,A192,A201,1,0,0,170926.0,BRAZIL
A12,27,A32,A49,1042.0,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,0,0,33952.0,BRAZIL
A13,12,A32,A43,1201.0,A61,A73,3,A94,A101,1,A123,24,A143,A152,1,A173,1,A191,A201,1,0,0,43536.0,BRAZIL
A14,18,A32,A43,476.0,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,1,0,0,11452.0,BRAZIL
A14,24,A32,A40,508.0,A62,A75,4,A94,A101,4,A121,41,A143,A151,1,A172,1,A191,A201,1,0,0,15761.0,BRAZIL
A12,12,A34,A40,1264.0,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,0,0,35530.0,BRAZIL
A11,48,A32,A40,1455.0,A61,A74,4,A93,A101,4,A124,46,A143,A153,1,A173,2,A191,A201,2,1,0,64874.0,BRAZIL
A11,24,A31,A410,554.0,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,1,1,23029.0,BRAZIL
A12,12,A32,A43,562.0,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,1,18791.0,BRAZIL
A14,12,A32,A46,312.0,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,0,13093.0,BRAZIL
A11,18,A32,A42,1508.0,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,2,1,0,50575.0,BRAZIL
A13,36,A32,A43,1564.0,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1,0,0,27961.0,BRAZIL
A14,12,A32,A43,385.0,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0,1,15532.0,BRAZIL
A14,18,A32,A42,1333.0,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,0,28638.0,BRAZIL
A14,18,A32,A40,1040.0,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,0,0,36082.0,BRAZIL
A11,24,A31,A410,518.0,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,1,1,22811.0,BRAZIL
A12,24,A32,A40,568.0,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,2,1,0,24329.0,BRAZIL
A12,18,A34,A42,839.0,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,2,1,1,31178.0,BRAZIL
A12,36,A32,A41,4303.0,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,2,1,0,88738.0,BRAZIL
A14,60,A34,A40,4966.0,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,0,1,189965.0,BRAZIL
A14,60,A34,A40,6262.0,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,0,1,247516.0,BRAZIL
A12,36,A32,A46,4790.0,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,2,1,0,210152.0,BRAZIL
A14,24,A34,A41,2415.0,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,0,0,97809.0,BRAZIL
A12,12,A32,A40,289.0,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,2,1,0,6369.0,BRAZIL
A12,12,A32,A40,397.0,A64,A73,4,A94,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1,0,0,8477.0,BRAZIL
A12,11,A34,A40,502.0,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,0,1,9158.0,BRAZIL
A14,6,A32,A48,528.0,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,1,1,1,17535.0,BRAZIL
A11,30,A30,A42,1994.0,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1,0,0,75663.0,BRAZIL
A12,12,A34,A40,329.0,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1,0,0,5895.0,BRAZIL
A11,24,A32,A42,1503.0,A61,A75,4,A93,A101,2,A122,39,A143,A151,1,A174,1,A192,A201,2,1,0,63093.0,BRAZIL
A14,6,A34,A43,822.0,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,1,0,1,30864.0,BRAZIL
A11,24,A32,A42,1032.0,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,2,1,1,40949.0,BRAZIL
A12,12,A32,A42,370.0,A62,A72,4,A92,A101,4,A123,27,A141,A151,4,A173,1,A191,A201,2,1,0,16730.0,BRAZIL
